
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   2  97   0   0   0|   0  2048B|4118k 4118k|   0     0 |9235    18k|0.09 0.19 0.13| 312M 19.8M  149M 13.2G
  1   2  97   0   0   0|   0  5461B|3976k 3976k|   0     0 |8638    17k|0.08 0.18 0.13| 313M 19.8M  149M 13.2G
  1   2  97   0   0   0|   0  4779B|3959k 3958k|   0     0 |8619    17k|0.08 0.18 0.13| 313M 19.8M  149M 13.2G
  1   2  97   0   0   0|   0  5461B|4063k 4063k|   0     0 |8933    18k|0.06 0.17 0.13| 313M 19.8M  149M 13.2G
  1   2  97   0   0   0|   0  2048B|3853k 3852k|   0     0 |8841    17k|0.06 0.17 0.13| 313M 19.8M  149M 13.2G
  1   2  97   0   0   0|   0  2048B|3369k 3369k|   0     0 |7786    15k|0.05 0.17 0.13| 313M 19.8M  149M 13.2G
  8   1  91   0   0   0|   0    58k|4133B 2972B|   0     0 | 230   741 |0.45 0.25 0.15| 203M 19.8M  149M 13.3G
  7   1  92   0   0   0|   0  6827B|1274B 1123B|   0     0 | 286   776 |0.41 0.24 0.15| 241M 19.8M  149M 13.3G
  4   0  96   0   0   0|   0    57k| 836B 1415B|   0     0 | 211   561 |0.43 0.25 0.16| 266M 19.8M  149M 13.3G
  2   1  97   0   0   0|   0  3413B|1202k 1202k|   0     0 |2617  5369 |0.48 0.26 0.16| 283M 19.8M  149M 13.3G
  2   2  96   0   0   0|   0  2048B|3817k 3816k|   0     0 |7863    16k|0.44 0.26 0.16| 290M 19.8M  149M 13.2G
  1   2  97   0   0   0|   0  9557B|3831k 3831k|   0     0 |8455    17k|0.40 0.26 0.16| 294M 19.8M  149M 13.2G
  1   2  97   0   0   0|   0  2048B|3894k 3894k|   0     0 |8492    17k|0.53 0.28 0.17| 306M 19.8M  149M 13.2G
