
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  2   2  95   0   0   1|   0  2048B|2022k  133k|   0     0 |  18  1116 |0.04 0.06 0.09| 191M 19.7M  131M 1325M
  2   3  94   0   0   1|   0  6827B|2050k  135k|   0     0 |  18  1176 |0.04 0.05 0.09| 191M 19.7M  131M 1325M
  2   1  95   1   0   1|   0  4779B|2104k  138k|   0     0 |  18  1280 |0.04 0.05 0.09| 191M 19.7M  131M 1325M
  2   2  95   0   0   1|   0  6144B|2056k  136k|   0     0 |  18  1172 |0.03 0.05 0.09| 191M 19.7M  131M 1325M
  2   2  95   0   0   1|   0  2048B|2121k  140k|   0     0 |  18  1297 |0.03 0.05 0.09| 191M 19.7M  131M 1325M
  2   2  95   0   0   1|   0  2048B|2058k  136k|   0     0 |  18  1155 |0.02 0.05 0.08| 191M 19.7M  131M 1325M
  2   2  94   1   0   1|   0  2048B|2140k  141k|   0     0 |  18  1335 |0.02 0.05 0.08| 191M 19.7M  131M 1325M
  2   3  94   0   0   1|   0  2731B|2149k  141k|   0     0 |  18  1351 |0.02 0.05 0.08| 191M 19.7M  131M 1325M
  2   2  95   0   0   1|   0  2048B|2038k  134k|   0     0 |  18  1097 |0.02 0.05 0.08| 191M 19.7M  131M 1325M
  1   1  97   1   0   1|   0  2048B| 674k   46k|   0     0 |  18   376 |0.02 0.05 0.08| 190M 19.7M  131M 1325M
  1   1  98   0   0   0|   0  2048B|3219B 1435B|   0     0 |  18    61 |0.01 0.04 0.08| 190M 19.8M  131M 1325M
  1   0  99   1   0   0|   0  2048B|2016B 1675B|   0     0 |  18    49 |0.01 0.04 0.08| 191M 19.8M  131M 1325M
  1   2  96   0   0   1|   0  2048B| 171k 2005k|   0     0 |  18  1399 |0.01 0.04 0.08| 191M 19.8M  131M 1325M
  2   3  95   0   0   0|   0  2731B| 169k 2111k|   0     0 |  18  1374 |0.01 0.04 0.08| 191M 19.8M  131M 1325M
  1   2  95   1   0   1|   0  2048B| 165k 2092k|   0     0 |  18  1281 |0.17 0.07 0.09| 191M 19.8M  131M 1325M
